open_uuid,open_test_uuid,time_utc,cat_technology,network_type,lat,long,loc_src,loc_accuracy,zip_code,gkz,country_location,download_kbit,upload_kbit,ping_ms,lte_rsrp,lte_rsrq,server_name,test_duration,num_threads,platform,model,client_version,network_mcc_mnc,network_name,sim_mcc_mnc,nat_type,asn,ip_anonym,ndt_download_kbit,ndt_upload_kbit,implausible,signal_strength
P3d16e924-4eec-43b6-8568-b9f35b89d19e,Oe8cb886a-a2ec-4887-a357-3136ffd9ab22,2017-05-23 18:48:58,WLAN,WLAN,48.08014328206909,16.61558121440894,,8.0,2431,30706,AT,14723,2866,14.9,,,RTR Server 10G AT,7,3,iOS,iPhone 7,1.7,,,,nat_local_to_public_ipv4,1901,193.81.30,,,false,
Pfb07cdb8-1647-4235-beb5-4d01f3fe2431,Ob5f22dea-55f6-4d37-9cf2-eea7818929b5,2017-05-23 18:49:04,2G,EDGE,46.7410257,15.3710815,network,2758.0,8453,61013,AT,109,47,140.0,,,RTR Server 10G AT,7,1,Android,Galaxy S3 mini,3.0.2,232-05,3 AT,232-10,nat_local_to_public_ipv4,25255,178.115.130,,,false,
Pb5082918-d467-407e-8fef-81fd1c5060f5,O72044b3c-483f-44bc-8196-0213794a6ac4,2017-05-23 18:49:10,LAN,LAN,,,,,,,,34173,9625,12.5,,,RTR Websocket 10G AT,7,3,,Safari,0.5,,,,,1901,213.240.73,,,false,
Pe25e0ec9-4618-4834-948c-0cf8a0347fe4,O5f961c0a-e948-4c05-859f-270d590b5aef,2017-05-23 18:49:25,3G,HSPA+,,,,,,,,28149,2800,30.9,,,RTR Server 10G AT,7,3,Android,Sony Xperia Z3 Compact,3.0.2,232-01,bob,232-11,nat_local_to_public_ipv4,12793,213.147.161,,,false,-73
P9e47eee7-6fc9-4942-9b18-9be1fa3ae2f1,O7366ca27-bf54-4b78-917d-bc519445f4f5,2017-05-23 18:49:27,WLAN,WLAN,46.5843853,13.2569677,network,19.1,9620,20305,AT,16661,9641,14.7,,,RTR Server 10G AT,7,3,Android,MI NOTE Pro,3.0.2,,,,nat_local_to_public_ipv4,1901,194.118.30,,,false,-25
P90bbf987-838f-4483-8930-deb7d9e4e02e,O23b45c4b-4dfa-4279-8035-2397fa0bc1f4,2017-05-23 18:49:29,WLAN,WLAN,47.02082910121268,15.114079984449736,gps,25.0,8570,61621,AT,1434,10099,52.6,,,RTR Server 10G AT,7,3,Android,Samsung Xcover 3,3.0.2,,,,nat_local_to_public_ipv4,25255,91.141.1,,,false,-69
P3d16e924-4eec-43b6-8568-b9f35b89d19e,O9496d256-aa56-48e2-ba4f-c05de2e81628,2017-05-23 18:49:32,WLAN,WLAN,48.08013019439095,16.61565679198612,,8.0,2431,30706,AT,13894,2843,14.9,,,RTR Server 10G AT,7,3,iOS,iPhone 7,1.7,,,,nat_local_to_public_ipv4,1901,193.81.30,,,false,
P9f9959f4-3d80-4bb3-bc8e-7b8a2a6714f9,O850c3ea8-4861-43a9-94b6-345c416f2688,2017-05-23 18:49:39,LAN,LAN,,,,,,,,3066,3146,43.9,,,RTR Websocket 10G AT,7,3,,Firefox,0.5,,,,,12793,213.147.161,,,false,
Pa18d8fc1-b245-4030-86f2-adb4a5d68e1c,Od374d54d-18bb-4011-b563-1f1a375c121b,2017-05-23 18:49:54,WLAN,WLAN,,,,,,,,121790,12304,13.5,,,RTR Server 10G AT,7,3,Android,SM-G950F,3.0.2,,,,no_nat_ipv6,6830,2a02:8388:4202::,,,false,-39
P3fc2ea8c-599f-4604-a213-722042c2e5b8,O469c2ebb-212b-47f6-baeb-81db2f053d09,2017-05-23 18:49:58,4G,LTE,46.58802268734062,14.640302318260964,gps,8.0,9141,20803,AT,11023,20934,27.0,-96,-12,RTR Server 10G AT,7,3,Android,Galaxy A5 (2016),3.0.2,232-10,3 AT,232-10,nat_local_to_public_ipv4,25255,91.141.3,,,false,
Pc1bb2064-c206-4d8c-8d83-82262a946363,O1bb2f2d5-5504-4a83-8e12-ecfccad6d70d,2017-05-23 18:49:58,WLAN,WLAN,48.3181742,16.5901075,network,21.2,2232,30808,AT,8728,11512,36.8,,,RTR Server 10G AT,7,3,Android,Sony Xperia Z1,3.0.2,,,,nat_local_to_public_ipv4,25255,178.115.129,,,false,-63
P3d16e924-4eec-43b6-8568-b9f35b89d19e,Ofe05d553-ec24-4361-a519-114f4f3d1949,2017-05-23 18:50:17,WLAN,WLAN,48.08013626418326,16.6156789669828,,6.0,2431,30706,AT,15087,2888,14.7,,,RTR Server 10G AT,7,3,iOS,iPhone 7,1.7,,,,nat_local_to_public_ipv4,1901,193.81.30,,,false,
Pf59142a8-28c5-4d9e-8e17-ee63ef2b0b62,O5d9af95a-c77f-42f2-b7e9-9eb7f25b7d9a,2017-05-23 18:50:25,WLAN,WLAN,47.8198723867981,13.02204958164415,,50.0,5020,50101,AT,11219,8359,56.1,,,RTR Server 10G AT,7,3,iOS,iPhone SE,1.7,,,,nat_local_to_public_ipv4,25255,91.141.3,,,false,
P9f9959f4-3d80-4bb3-bc8e-7b8a2a6714f9,O87facd5f-9997-4a1d-919f-e5a52bceb2b4,2017-05-23 18:50:25,LAN,LAN,,,,,,,,10682,4043,34.5,,,RTR Websocket 10G AT,7,3,,Firefox,0.5,,,,,12793,213.147.161,,,false,
P0c838abb-e286-41ab-a01a-c4168053e411,O4b561750-7a9f-43e2-b24e-cb6024e52599,2017-05-23 18:50:37,WLAN,WLAN,46.8285948,12.784303,network,50.0,9900,70716,AT,60991,36695,13.3,,,RTR Server 10G AT,7,3,Android,Huawei P9 Lite (VNS-L21),3.0.2,,,,nat_local_to_public_ipv4,31510,83.175.112,,,false,-49
P87a02d84-bcb1-4efc-bdf9-42a79157045b,O2d2ed74f-f6e7-481e-b4d1-1871ce89ae34,2017-05-23 18:50:50,LAN,LAN,48.215178099999996,16.3033805,Browser,1738.0,1160,91601,AT,449,83,10.0,,,RTR Websocket 10G AT,7,1,,Firefox,0.5,,,,,6830,62.178.149,,,false,
P9f9959f4-3d80-4bb3-bc8e-7b8a2a6714f9,O451cc2f2-1616-4799-99b4-1b6c08db28dd,2017-05-23 18:51:04,LAN,LAN,,,,,,,,8590,827,45.1,,,RTR Websocket 10G AT,7,3,,Firefox,0.5,,,,,12793,213.147.161,,,false,
P2e0d70c8-1029-4661-accf-95431cbe039f,Obd3779a9-f58e-402d-88d7-c02653bd5ae0,2017-05-23 18:51:24,LAN,LAN,,,,,,,,5742,1833,26.1,,,RTR Websocket 10G AT,7,3,,Mozilla,0.5,,,,,8412,46.125.249,,,false,
Pfdfb16a4-b55a-4078-b0fd-0e07442a191b,O5dfbc7a1-d21b-42fc-a06e-b70dcdda6d76,2017-05-23 18:51:27,WLAN,WLAN,47.67212190063068,13.125185584443194,gps,12.0,5424,50213,AT,59785,18494,13.6,,,RTR Server 10G AT,7,3,Android,Galaxy S7 edge,3.0.2,,,,nat_local_to_public_ipv4,1901,193.81.169,34670,15550,false,-54
P581637f4-c939-41ee-946b-399a3655d9ad,O699eb58f-97c9-4442-8721-e655f669f5e5,2017-05-23 18:51:34,LAN,LAN,48.2061278,16.304994999999998,Browser,20.0,1160,91601,AT,11792,78,10.9,,,RTR Websocket 10G AT,7,3,,Firefox,0.5,,,,,6830,80.109.55,,,false,
Pb05c3080-6944-46fb-8f3c-89f03ab9ad0b,O3b42dfb0-27e3-451f-9903-db45bef0e4e6,2017-05-23 18:51:40,WLAN,WLAN,48.89410092145706,15.43070185980894,,93.2,3822,32209,AT,4311,509,14.3,,,RTR Server 10G AT,7,3,iOS,iPad 2 WiFi,1.7,,,,nat_local_to_public_ipv4,8447,188.23.97,,,false,
P44b7e60b-7b4f-42fa-b8d5-a04ae4b7800e,Ob7edcc32-79fa-4bd5-92b7-d7509ef08089,2017-05-23 18:51:43,WLAN,WLAN,46.5881166081733,14.64028994923805,gps,4.0,9141,20803,AT,37722,9911,24.0,,,RTR Server 10G AT,7,3,Android,Galaxy A5 (2016),3.0.2,,,,nat_local_to_public_ipv4,8412,46.125.249,,,false,-55
P871493da-6477-4c28-a33c-c8e54d1d2cd0,O96c6dcd6-7a4f-414b-9a7f-04dfeb32a810,2017-05-23 18:51:54,LAN,LAN,,,,,,,,38108,10458,15.4,,,RTR Websocket 10G AT,7,3,,Firefox,0.5,,,,,12793,81.5.197,,,false,
Pc1bb2064-c206-4d8c-8d83-82262a946363,O44c2f25c-3520-4013-abf7-c49966f8e5de,2017-05-23 18:51:57,WLAN,WLAN,48.3181742,16.5901075,network,19.8,2232,30808,AT,11128,7102,33.1,,,RTR Server 10G AT,7,3,Android,Sony Xperia Z1,3.0.2,,,,nat_local_to_public_ipv4,25255,178.115.129,,,false,-61
P0d7e00e7-0953-45a9-8bbd-df4e4062e8c5,O8b7bdcd4-a4a3-400e-979e-86600d6acc24,2017-05-23 18:51:59,LAN,LAN,47.30558010000001,10.966875799999999,Browser,37.0,6414,70209,AT,19704,7186,18.0,,,RTR Websocket 10G AT,7,3,,Firefox,0.5,,,,,1901,212.197.128,,,false,
Pc7c28a89-02f5-4e46-866d-f5f0899a506b,O92dec5ad-4aab-45c6-a656-65f527bbe4e4,2017-05-23 18:52:12,WLAN,WLAN,46.58857495993989,14.02005270124787,,10.0,9232,20721,AT,4083,579,19.1,,,RTR Server 10G AT,7,3,iOS,iPhone 6s,1.7,,,,nat_local_to_public_ipv4,8447,178.190.13,,,false,
P566b43ed-1131-4712-95ea-5671fde92edf,O0dc7ff92-c9f7-4a47-b1f6-91319087c49d,2017-05-23 18:52:14,3G,HSPA+,50.982427843476266,7.695326694312883,gps,12.0,,,DE,17712,325,64.1,,,RTR Server DE,7,3,Android,FRD-L09,3.0.2,262-03,Willkommen,262-07,nat_local_to_public_ipv4,39706,89.204.153,,,false,-93
P7328bf61-94d0-4e0c-9a66-c6ecbdeb5f2e,Ob3c7e14d-a5b2-4a76-a3ae-29a5b57d6908,2017-05-23 18:52:15,WLAN,WLAN,,,,,,,,12924,4731,40.0,,,RTR Server 10G AT,7,3,iOS,iPhone 5s,1.7,,,,nat_local_to_public_ipv4,25255,178.165.131,,,false,
Pfaf50242-d986-4338-af27-750229f8fb3e,Oc9e42187-3a5e-4614-b317-fd699c61152a,2017-05-23 18:52:43,LAN,LAN,,,Browser,,,,,18459,4851,17.9,,,RTR Websocket 10G AT,7,3,,Chrome,0.5,,,,,8447,212.183.112,,,false,
Pfdfb16a4-b55a-4078-b0fd-0e07442a191b,O4b33fc34-02f0-42b5-92e9-301e132a9dc5,2017-05-23 18:52:52,WLAN,WLAN,47.672230443976645,13.125212715751756,gps,6.0,5424,50213,AT,63103,20695,14.0,,,RTR Server 10G AT,7,3,Android,Galaxy S7 edge,3.0.2,,,,nat_local_to_public_ipv4,1901,193.81.169,17595,16591,false,-55
Pea463300-3ab7-4552-a2de-e41aabfbb8ef,O562821c0-02f6-40e6-9a47-ab12701c1a51,2017-05-23 18:52:53,LAN,LAN,47.2627017,11.4221349,Browser,58.0,6020,70101,AT,146724,14999,14.3,,,RTR Websocket 10G AT,7,3,,Chrome,0.5,,,,,6830,213.47.250,,,false,
P362f75b5-019d-4ecc-9326-af6b45ebf745,O350b21e4-4acc-409f-9e7e-d690085627b8,2017-05-23 18:52:55,WLAN,WLAN,,,,,,,,19,44,25.1,,,RTR Server 10G AT,7,1,iOS,iPhone 6,1.7,,,,nat_local_to_public_ipv4,8447,62.47.218,,,false,
P5f8f58e6-ec85-4991-bf0e-de1b0588a225,Odb47a05a-9d0c-44ba-bb6f-5c8e741e6d6c,2017-05-23 18:52:55,WLAN,WLAN,47.48775083740617,15.39077738476085,,65.0,8642,60216,AT,34456,9549,25.7,,,RTR Server 10G AT,7,3,iOS,iPad Air 2 (Wi-Fi Only),1.7,,,,nat_local_to_public_ipv4,8447,62.47.226,,,false,
Pcc5e25c5-181e-4784-b595-cd0ab44b999a,Of389470b-0839-418f-90f2-8b79de5501a9,2017-05-23 18:53:12,LAN,LAN,,,,,,,,2175,992,116.3,,,RTR Websocket 10G AT,7,3,,IE Mobile,0.5,,,,,8447,192.164.210,,,false,
P875e0c68-24ea-415b-9b7d-f75af17000d2,Ofca0b27b-e33c-48be-b605-279ab2c7629d,2017-05-23 18:53:14,4G,LTE,,,,,,,,37091,9445,40.1,-94,-12,RTR Server 10G AT,7,3,Android,Galaxy S7 edge,3.0.2,232-01,A1,232-01,nat_public_to_public_ipv4,12793,213.225.14,,,false,
Pc1bb2064-c206-4d8c-8d83-82262a946363,O6c11f940-15d8-45ab-bbb4-fa624694b985,2017-05-23 18:53:36,WLAN,WLAN,48.3181742,16.5901075,network,20.0,2232,30808,AT,8416,10963,32.6,,,RTR Server 10G AT,7,3,Android,Sony Xperia Z1,3.0.2,,,,nat_local_to_public_ipv4,25255,178.115.129,,,false,-54
P7328bf61-94d0-4e0c-9a66-c6ecbdeb5f2e,O984f6e2a-ae6b-4923-b2af-d01294371814,2017-05-23 18:54:56,WLAN,WLAN,,,,,,,,14545,5787,40.1,,,RTR Server 10G AT,7,3,iOS,iPhone 5s,1.7,,,,nat_local_to_public_ipv4,25255,178.165.131,,,false,
P87a02d84-bcb1-4efc-bdf9-42a79157045b,O23d6e90d-dcbb-4085-a10e-3f38f8e1eb90,2017-05-23 18:55:10,LAN,LAN,48.215178099999996,16.3033805,Browser,1738.0,1160,91601,AT,1820,51,57.6,,,RTR Websocket 10G AT,7,1,,Firefox,0.5,,,,,6830,62.178.149,,,false,
Pc3800ce1-81a9-4e53-ab95-9232cdc64e12,O2c69c127-b743-475f-9507-7fc9c6ea07a7,2017-05-23 18:55:13,WLAN,WLAN,46.64470969703667,13.12047801913053,,10.0,9634,20306,AT,14712,1921,24.7,,,RTR Server 10G AT,7,3,iOS,iPhone 6,1.7,,,,nat_local_to_public_ipv4,6830,89.16.199,,,false,
P4eae144a-3019-4ac1-a2e9-6fd8eb97e6fa,Ob1ac45e7-88d3-4423-bf05-ae759fc18b42,2017-05-23 18:55:13,WLAN,WLAN,,,,,,,,2982,1354,4.9,,,RTR Server 10G AT,7,3,Android,LG G2,3.0.2,,,,nat_local_to_public_ipv4,47692,185.190.48,,,false,-78
P68376ed8-efc1-4191-a347-b1f6b7b2c0f7,O7c3d863a-6f55-4ad4-bb2e-d6578acd6c74,2017-05-23 18:55:30,LAN,LAN,47.49382,10.7179871,Browser,30.0,6600,70828,AT,17546,4854,18.0,,,RTR Websocket 10G AT,7,3,,Chrome,0.5,,,,,8447,212.183.112,,,false,
P278c33e0-3da2-41e9-9bd6-162d321181d1,O6185b945-4e8b-4fe4-bfea-ef3cb3638102,2017-05-23 18:55:40,LAN,LAN,47.93069306930693,16.22672064777328,rastered,100.0,2544,30631,AT,47923,8920,22.6,,,RTR Websocket 10G AT,7,3,,Chrome,0.5,,,,,8412,78.132.47,,,false,
Pcc5e25c5-181e-4784-b595-cd0ab44b999a,O1e7c8955-7715-471f-9aa3-8075e6b18449,2017-05-23 18:55:41,LAN,LAN,,,,,,,,1244,1404,42.1,,,RTR Websocket 10G AT,7,3,,IE Mobile,0.5,,,,,8447,192.164.210,,,false,
P39f1e33a-ee06-43c8-97c8-19e8709e418a,Oa5aecdf2-37aa-4fb0-9508-b16d156ee37d,2017-05-23 18:55:47,WLAN,WLAN,48.2103208,16.2403467,network,19.8,1140,91401,AT,7496,4831,39.8,,,RTR Server 10G AT,7,3,Android,Apollo Lite,3.0.2,,,,nat_local_to_public_ipv4,25255,91.141.3,,,false,-35
P1e16d5eb-eceb-4733-9831-ef3417018ccf,O1a90dea4-f38a-4ec3-8097-4a8bc8a4db42,2017-05-23 18:56:06,WLAN,WLAN,46.5983788,13.8542248,network,18.9,9500,20201,AT,6609,801,49.0,,,RTR Server 10G AT,7,3,Android,Samsung S6,3.0.2,,,,nat_local_to_public_ipv4,6830,91.118.182,2019,749,false,-54
Pa927d6e8-b9eb-40fb-b004-17bf56ceea9a,Oc590b479-5825-457c-9789-df6ebdf13f2e,2017-05-23 18:56:07,WLAN,WLAN,48.21774472753058,16.23620628045049,,1414.0,1140,91401,AT,21692,18031,22.5,,,RTR Server 10G AT,7,3,iOS,iPhone 6,1.7,,,,nat_local_to_public_ipv4,8412,46.125.249,,,false,
P011825e1-a6a3-4f30-a80a-c43b2270b695,O60497bff-478e-4e96-85e4-56ff45bbaf79,2017-05-23 18:56:21,LAN,LAN,48.1969401,16.3422913,Browser,25.0,1070,90701,AT,11105,5027,23.5,,,RTR Websocket 10G AT,7,3,,Chrome,0.5,,,,,25255,91.141.3,,,false,
P490297b8-1c03-4f02-929a-4ce1115d46c6,Od5f45cf6-4831-4de5-9c01-fa03a14e7840,2017-05-23 18:56:27,4G,LTE,48.065271017726296,14.005903600665867,gps,8.0,4652,41821,AT,14579,1052,29.9,-109,-14,RTR Server 10G AT,7,3,Android,Galaxy S7 edge,3.0.2,232-05,3 AT,232-05,nat_local_to_public_ipv4,25255,178.115.131,,,false,
Pcc5e25c5-181e-4784-b595-cd0ab44b999a,O44acb88a-25c7-4a81-b122-f52dde0d801c,2017-05-23 18:56:35,LAN,LAN,,,,,,,,7972,1140,29.4,,,RTR Websocket 10G AT,7,3,,IE Mobile,0.5,,,,,8447,192.164.210,,,false,
Pc4c9cb9e-69a1-46d8-93a0-5baa612b7c4d,O31923fa9-b08b-4418-b4b3-1851153b1015,2017-05-23 18:56:35,WLAN,WLAN,48.25382536438111,16.33400037870405,,165.0,1190,91901,AT,19231,1901,25.9,,,RTR Server 10G AT,7,3,iOS,iPhone 7,1.7,,,,nat_local_to_public_ipv4,8412,46.125.250,,,false,
Pbf2e8cb0-8121-469f-bc66-b98765917646,O102f3637-03cc-4e26-a67d-e544e292e559,2017-05-23 18:56:59,4G,LTE,48.173446334443156,15.088293518502674,gps,16.0,3370,31549,AT,20660,11507,33.9,-99,-12,RTR Server 10G AT,7,3,Android,SM-G950F,3.0.2,232-05,3 AT,232-05,nat_local_to_public_ipv4,25255,77.119.131,,,false,
Pab3c7cf3-ebcc-40a5-8f52-e1b53c280e53,O76091eff-92c4-4e8a-9077-e9b5aad89f45,2017-05-23 18:57:00,WLAN,WLAN,47.38217433199252,13.41939298846534,,65.0,5541,50401,AT,29110,4957,18.5,,,RTR Server 10G AT,7,3,iOS,iPhone 6,1.7,,,,nat_local_to_public_ipv4,8445,83.215.177,,,false,
P75a2b0cb-cafd-4594-85f4-14a43d7924eb,O61681593-89ef-483d-bfca-9407037103cf,2017-05-23 18:57:13,LAN,LAN,48.2732222,14.5796214,Browser,23.0,4311,41124,AT,6353,7217,60.5,,,RTR Websocket 10G AT,7,3,,Firefox,0.5,,,,,8412,78.132.71,,,false,
P0d7e00e7-0953-45a9-8bbd-df4e4062e8c5,O101cb23d-39b1-4042-8c89-6b13242484d8,2017-05-23 18:57:15,LAN,LAN,47.305597999999996,10.966873099999999,Browser,58.0,6414,70209,AT,17653,7237,18.2,,,RTR Websocket 10G AT,7,3,,Firefox,0.5,,,,,1901,212.197.128,,,false,
Pd6296c19-7529-42a1-9dac-110130b3e369,O1255f707-cd89-4080-90c7-f271236cbcf8,2017-05-23 18:57:17,4G,LTE,48.14244806,16.95610428,gps,12.0,2410,30710,AT,41956,9583,27.8,-86,-7,RTR Server 10G AT,7,3,Android,Galaxy S5,3.0.2,232-03,HoT,232-07,nat_local_to_public_ipv4,8412,46.125.250,,,false,
P2a8fed51-48ed-4ab7-b512-900383b7ffd7,O6b8ebfdb-ed93-44ad-a184-e2fb7cb58703,2017-05-23 18:57:19,WLAN,WLAN,,,,,,,,7389,644,22.2,,,RTR Server 10G AT,7,3,Android,Galaxy A3,3.0.2,,,,nat_local_to_public_ipv4,8447,178.190.196,,,false,-48
P84cca868-d751-4883-8230-0708ab193f19,O987c319b-b7fa-41c4-b18a-b4a8f846e57d,2017-05-23 18:57:20,LAN,LAN,,,Browser,,,,,19347,8700,40.6,,,RTR Websocket 10G AT,7,3,,Chrome,0.5,,,,,8412,212.95.8,,,false,
P07fbf246-cc2c-4882-a72f-5035b5add90e,O4b6e9c65-8b04-4596-96d2-b2b42c8cdd07,2017-05-23 18:57:20,WLAN,WLAN,47.86265151290457,11.94628487264756,,16.0,,,DE,14614,4377,47.4,,,RTR Server DE,7,3,iOS,iPhone 7 Plus,1.7,,,,nat_local_to_public_ipv4,3320,87.148.79,,,false,
Pfd5862d2-1d31-4b91-8cf1-0870b4cbcebc,Oca0414c8-061a-4bc3-bef5-5ae1c1aa32af,2017-05-23 18:57:21,WLAN,WLAN,47.7126592,16.4262161,network,20.0,7222,10610,AT,32747,10267,35.0,,,RTR Server 10G AT,7,3,Android,Lenovo TAB 2 A10-70L,3.0.2,,,,nat_local_to_public_ipv4,25255,91.141.2,,,false,-53
Pc9d21e2b-f96f-4cc9-b9eb-25ccbd71b92f,O8bee4c14-46dc-4c0b-9295-1bfcf65a37e2,2017-05-23 18:57:24,WLAN,WLAN,48.06530636100256,14.00591850930913,gps,6.0,4652,41821,AT,1195,5343,52.0,,,RTR Server 10G AT,7,3,Android,Galaxy S7 edge,3.0.2,,,,nat_local_to_public_ipv4,25255,178.115.131,,,false,-45
P68376ed8-efc1-4191-a347-b1f6b7b2c0f7,O7c1e9ebc-d852-4d7a-8a4b-f7f798ae065b,2017-05-23 18:57:37,LAN,LAN,47.4938158,10.7180555,Browser,30.0,6600,70828,AT,17749,4851,17.9,,,RTR Websocket 10G AT,7,3,,Chrome,0.5,,,,,8447,212.183.112,,,false,
Pb73786dc-9668-43c9-963f-d490cf51d06a,Oddd26074-ab0e-4adf-9b8a-3c42bc74d31f,2017-05-23 18:57:48,WLAN,WLAN,,,,,,,,58202,9309,10.4,,,RTR Server 10G AT,7,3,iOS,iPhone 7,1.7,,,,nat_local_to_public_ipv4,1901,194.166.62,,,false,
Pdf739fb8-d4d7-4a46-9ac9-661781710363,O46d9a791-a13d-42c0-8979-37bb7dc9e824,2017-05-23 18:57:54,LAN,LAN,48.2126345,16.3444419,Browser,34.0,1080,90801,AT,14874,1500,11.6,,,RTR Websocket 10G AT,7,3,,Chrome,0.5,,,,,6830,62.178.135,,,false,
P7328bf61-94d0-4e0c-9a66-c6ecbdeb5f2e,O06708bc0-394a-4d87-8857-573ed8c6e7d7,2017-05-23 18:57:57,WLAN,WLAN,,,,,,,,15210,1199,30.0,,,RTR Server 10G AT,7,3,iOS,iPhone 5s,1.7,,,,nat_local_to_public_ipv4,25255,178.165.131,,,false,
P87a02d84-bcb1-4efc-bdf9-42a79157045b,O6aad1e1b-9cf0-40af-a5ec-bb09d7077535,2017-05-23 18:58:00,LAN,LAN,48.215178099999996,16.3033805,Browser,1738.0,1160,91601,AT,48759,4385,10.3,,,RTR Websocket 10G AT,7,3,,Firefox,0.5,,,,,6830,62.178.149,,,false,
P1fa124f4-9917-43aa-8255-bbbd4e2df62c,O2630248f-0c0d-413e-8bd0-417babace439,2017-05-23 18:58:14,WLAN,WLAN,48.01958313800354,16.79390058219701,network,178.8,2460,10703,AT,12305,885,30.7,,,RTR Server 10G AT,7,3,Android,ZTE A2017G,3.0.2,,,,nat_local_to_public_ipv4,8559,92.62.18,,,false,-38
P91079c60-33d9-4b81-8437-e67892afde96,O7934f938-ee12-4382-91b6-10e7b2e90f04,2017-05-23 18:58:21,WLAN,WLAN,,,,,,,,27624,4987,10.9,,,RTR Server 10G AT,7,3,Android,Galaxy S5,3.0.2,,,,nat_local_to_public_ipv4,8447,178.191.237,,,false,-63
P073e152f-e8ab-467c-9e82-62b5ce6f424a,O3794d49d-11b4-40db-bd46-a667fed83db5,2017-05-23 18:58:32,LAN,LAN,48.2091041,16.415049,Browser,9983.0,,,,46423,37203,47.0,,,RTR Websocket 10G AT,7,3,,Firefox,0.5,,,,,25255,178.165.131,,,false,
P490297b8-1c03-4f02-929a-4ce1115d46c6,O04478d8a-0add-44fc-8633-0ef2656c9b7b,2017-05-23 18:58:43,4G,LTE,48.065357344501145,14.005918330124533,gps,6.0,4652,41821,AT,22017,2502,22.2,-103,-12,RTR Server 10G AT,7,3,Android,Galaxy S7 edge,3.0.2,232-05,3 AT,232-05,nat_local_to_public_ipv4,25255,178.115.131,,,false,
Pddcfb75a-4caf-4965-bfff-a11b0ded0e00,O2c2fa54e-f790-4aaa-bbbc-7edc542c26cd,2017-05-23 18:58:43,WLAN,WLAN,47.96368394511768,13.81030739563797,,65.0,4663,40711,AT,5630,532,31.1,,,RTR Server 10G AT,7,3,iOS,iPhone 7,1.7,,,,nat_local_to_public_ipv4,8447,62.46.208,,,false,
P1e16d5eb-eceb-4733-9831-ef3417018ccf,Of58ca89b-d200-4970-8224-f95016cf575d,2017-05-23 18:58:46,WLAN,WLAN,46.5983788,13.8542248,network,19.3,9500,20201,AT,2850,764,127.6,,,RTR Server 10G AT,7,3,Android,Samsung S6,3.0.2,,,,nat_local_to_public_ipv4,6830,91.118.182,3752,757,false,-55
Pc4c9cb9e-69a1-46d8-93a0-5baa612b7c4d,Oe41e9aba-7bfe-4b97-a664-e0a65a124ff2,2017-05-23 18:58:55,WLAN,WLAN,48.25383642687659,16.3339289816554,,165.0,1190,91901,AT,40499,8226,25.9,,,RTR Server 10G AT,7,3,iOS,iPhone 7,1.7,,,,nat_local_to_public_ipv4,8412,46.125.250,,,false,
P1f016911-d3de-491f-9a4e-19b0c836debc,Ofab91932-6e02-44cb-91ca-ff63035c7e32,2017-05-23 18:59:08,WLAN,WLAN,48.21729924,16.31020814,gps,12.1,1160,91601,AT,103,478,81.7,,,RTR Server 10G AT,7,1,Android,F5121,3.0.2,,,,nat_local_to_public_ipv4,1901,193.83.108,,,false,-55
Pf6fc76a8-a441-4444-89ba-d463098a144d,Oc7a714d1-109f-413b-a07c-55c4c0096cc4,2017-05-23 18:59:18,WLAN,WLAN,48.15396163474914,16.44938695157775,,65.0,1110,91101,AT,3281,6905,14.9,,,RTR Server 10G AT,7,3,iOS,iPhone 6,1.7,,,,nat_local_to_public_ipv4,6830,84.112.247,,,false,
P5adb304f-ae10-4ebc-9f32-df1eb8a25659,Of3496fe4-7e4f-4ac2-89f9-7c49d2a01e76,2017-05-23 18:59:30,LAN,LAN,,,,,,,,5771,728,27.6,,,RTR Websocket 10G AT,7,3,,IE Mobile,0.5,,,,,1901,194.118.61,,,false,
P6b4864e2-34d9-45ce-9af6-d4600fd701aa,Ob2976c1a-bfc0-4b3a-ac16-0e55bb128e75,2017-05-23 18:59:30,LAN,LAN,,,,,,,,364,2185,29.5,,,RTR Websocket 10G AT,7,1,,Firefox,0.5,,,,,1901,193.80.32,,,false,
Pc02c84a2-5dec-4b35-b9ca-7ee77bb6d7d5,Oc9e9c83d-9c63-4f88-8c15-d0e6a7fda349,2017-05-23 18:59:46,WLAN,WLAN,47.93890383564675,13.07034526952828,,10.0,5162,50327,AT,14777,1440,16.1,,,RTR Server 10G AT,7,3,iOS,iPhone 6,1.7,,,,nat_local_to_public_ipv4,8445,83.215.119,,,false,
Pddef0427-8ffc-4296-ab9a-ab8ac9febecf,Oc2475469-fc9b-48ae-a4b7-fcbf608586d0,2017-05-23 19:00:03,LAN,LAN,48.21962196219622,16.41025641025641,rastered,100.0,1020,90201,AT,243189,23589,8.1,,,RTR Websocket 10G AT,7,3,,Firefox,0.5,,,,,6830,84.114.95,,,false,
P1cb1e8d6-6baa-4154-85a1-060c81542301,O6733ce6c-e627-4282-af59-ff38cba1b04f,2017-05-23 19:00:04,LAN,LAN,,,,,,,,11243,13491,32.6,,,RTR Websocket 10G AT,7,3,,Chrome,0.5,,,,,25255,178.115.128,,,false,
